product_id,product_title,rating,summary,review,location,date,upvotes,downvotes
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",1,Worthless,Don't buy this product during the call other ends voice is very low... And on the TOP of FLIPKART will never support in rufunds. This is geniune feedback after using the working product after few days.. for music listening this headphone has great voice output.,New Delhi,7 months ago,313,176
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Fabulous!,"I will say in one word it is fantastic, awesome, fabulous & marvellous it is one of the good & best bluethoot neckband because of the sound, the bass, the mic, the battery, the call quality & the way of design is very very very good for the year of 2022 the oneplus bluethoot is more far better than other bluethoot neckband so it called by the people one is all i, e oneplus bluethoot wireless z2 overall it is very good product so I am really happy & fully satisfied with this product so guys it...",Srikakulam,8 months ago,26,11
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",3,Fair,"In summary, good built, comfortable and decent battry backup with bass heavy sound.So you will not get a balanced sound, bass is present in every bit of voice and volume level and i dont like the muffled bass voices while listning songs or watching movies unless its an pop song.... But if you are looking for decent built and very good comfort for all day use then you can buy them definitely",Lucknow,8 months ago,20,14
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Brilliant,Battery Backup                -   Excellent Charging Speed               - Excellent Sound Quality                  - Excellent Build Quality                     - Very GoodAudio of Video Latency.  - Fair  Fair / Good / Very Good / Excellent,Central Delhi,8 months ago,71,15
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",2,Moderate,1. In terms of build quality: poor. Oneplus Bullets wireless  z was 10 times better then this. Price was same of this. But that was more comfortable around your neck & the quality of rubbing so good. But in this one you will find no difference between Oneplus and any other brand's neck band.2. Connectivity: I bought it recently 2 days back and I'm already facing connectivity issue. After detaching these ear burds it should be auto connect to your phone but sometimes it's not working. Also it...,Kolkata,4 months ago,49,35
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Fabulous!,Sound quality is good but on full volume trouble feels on high side mid volume bass and trouble sounds up to the mark you can't differentiate sound with wired earphone or OnePlus bullets z2 on 70-80% volume if you love bass music like then go for it ! Battery backup is excellent ☺️ charge for 10 minutes and it last for 16 to 18 hours easily ❤️ in bulid quality it feels premium and light weight for sure 😊Cons : 1. If you have old device or without Dolby Atmos then the sound quality feels lik...,Mahesana District,5 months ago,50,9
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Wonderful,"Features:-Good sound quality (Not so high bass but crystal clear sounds)5/5Decent design,Affordable price,Seamless connectivity(Magnetic power On/Off):- It takes less than 1 second to connect with paired device after separating both magnetic earbudsDual Pairing (1 Mobile+1 PC at same time)Latest USB type c chargingAAC High quality audio supportedFast Charging supported 20 minutes charge = 20 hrs playback timeThere's no special game mode but it's latency is less than other headphone. ...",South Twenty Four Parganas District,7 months ago,75,11
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Pretty good,"Use after 35 day reviewBuild quality is okSounds quality is goodBattery backup superb 25h to 26h fix backupCharging very fastFitting in ear decet but in long use it hartsI also have bout 330 pro , realme, and samsung oneplus bullets z1 bass edition, neckbandIn terms of battery bout 330 fix winnerIn price point of view bout winnerI think Every thing come down to after serviceSamsung , realme and oneplus After sales service are goodBut bout service are not that goodBut i have to sa...",Korba District,7 months ago,59,22
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",1,Utterly Disappointed,"Sound quality is good, but calling is not good as well ... Bass good . Don't go for calling",Haora District,5 months ago,32,13
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Classy product,"This product are really Awesome 😎😍😎 and sound quality is high level,You can go for it, really I love this product 🥰 I am very happy 😁",Saran District,5 months ago,30,3
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Very Good,"So, here's my review.Pros:-1. The design and build quality is sturdy and nice.2. Sound quality is good, you won't have any bad sound quality even in maximum volume.3. Battery backup is good too(in my usage the battery lasts for 20hrs atleast, i listen to music, stay on call sometimes at lower volume until 70% volume.).4. The fast charging is a game changer here, I'm a quite busy person and i have no time to wait for my phone to even get charge sometimes, and here this neckband dominates,...",Cuttack District,25 days ago,10,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Pretty good,Wire quality is really improved over previous version. Ergonomic Design is really impressive but few user may feel difficulty in proper fitting of buds into ears even with smallest one. Control button is not so good as many a times you need to press it hard and feel unreliable control specially central pause or pickup buttons. Rest is very good in this price range.,Barhi,4 months ago,7,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Mind-blowing purchase,If you have a budget of 2k then just go for it. I've upgraded from its earlier varient to this now.Awesome battery packup lasts easily for 2 days after full charge.I mostly charge for just 10-15mins with OnePlus Warp charger and use it for the whole day. The charging speed depends on your charger output. The charging port type is C. If you don't have type C cable then don't worry you'll get a small type C cable inside the box that you can use with any charging adaptor.Sound quality is g...,Bengaluru,6 months ago,18,4
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Must buy!,Good sound quality good interact voice call best value of money best selling price i will keep supporting for this product     I will my  friend tell the product details i keep order all friends in future as,Viluppuram District,7 months ago,11,2
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",3,Good,Price wise worth it good product battery 🔋 backup is impressive build quality is poor and OnePlus connectivity with phone very slow.Personally I am use z for 1year after 1year it's show battery issue one day it's turn off and didn't ON then I decided to brought z2.Let's see is OnePlus bullet wireless z2 lasting 1 year or not.....             THANK YOU BIG FAN OF ONEPLUS & FLIPKART,Rayagada District,6 months ago,10,3
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Highly recommended,"This is something I bought for my father as gift.. The sound could have better like the previous generation of the Bullets Wireless Z, but it is still better than most... And the battery backup makes up for it...",Adra,5 months ago,11,4
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Best in the market!,Good quality neckband1. Super sound2. Super design3. Best battery backup 2 day easily4.neckband rubber is not good quality bad quality rubber use5. All over good,Gangakhed,8 months ago,12,6
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Simply awesome,It is Wonderful 🥰. One of the most best quality neckband.. Sound Also good and battery pickup is also superb... Thanku Flipkart,Hatti,6 months ago,9,4
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",2,Could be way better,The connectivity with mobile is very good but not compatible with laptop. There is not specified in specifications that not compatible with laptop. Dear be carefull before purchase.,Saran District,5 months ago,17,15
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Classy product,Nice but u can more improvement in this product like a divine sound quality,Morbi,2 months ago,2,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Terrific purchase,"They are  very nice headphones with good sound quality and in good price , blindly can go for it...",Hyderabad,3 months ago,3,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Must buy!,Nice quality product. Awesome noise filtering by the mic side. Great call quality. Best feature is that it goes to standby when the buds are magnetically stuck to each other when not in the ear and automatically turns on and reconnects when separated. Saves power and minimises radiation exposure. Music experience became good when I adjusted the equaliser in my phone. Totally love this product.,Idukki District,1 month ago,2,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Worth the money,I own Z1 Bass edition and I can say that the build quality is decreased. The thickness of the band is decreased and the magnet is also less effective if compared with Z1 bass edition. Only Battery is improved and little bit sound increase. Still I love One plus.,Ajmer,4 months ago,2,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",2,Could be way better,"My honest Review after using past 1 week .OnePlus wireless Z2 bass edition does not have loud sound ,ear pain due to little big design as compared to Wireless z bass edition.Loud sound (No , 2 star)Design (2 star)Battery (5 star)Build quality (4 star)NOTE :- I prefer to use OnePlus wireless Z bass edition for Good quality sound and good bass Wireless bass edition Z2 is not satisfied and don't buy these earphones,there is no refund policy for this product",Shivamogga,9 days ago,1,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Brilliant,"Very very good and wonderful neckband , I have never used a neckband like this worth for going for it . A honest review after use of 1 month",Chennai,5 months ago,2,1
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Brilliant,Good product with great sound quality and battery backup I'm satisfied thank you Flipkart,Kolkata,2 months ago,1,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Mind-blowing purchase,Super bluetooth one plus👍👍👍👍,Puttur,8 months ago,269,20
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Perfect product!,Nice product,Hazaribagh,4 months ago,519,45
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Wonderful,Super sound quality and nice Bass thank you Flipkart,Basavakalyan,6 months ago,30,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Terrific purchase,This z2  is the actual bass edition. 1. Sound quality- 5/5.2. Bass -5/5.3. Battery backup- 5/5.,Isnapur,8 months ago,106,7
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Great product,I love it's sounds quality,Panchla,5 months ago,62,3
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Simply awesome,Awesome build quality... Bass sound jbrjst h...,Jashpur District,8 months ago,113,11
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Terrific purchase,It's ..gud ..sound is gud ..bass is gud ..bhuild quality is gud ...everything is fanstastic...thanku flipkart ..,Baikunthpur,5 months ago,29,1
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Brilliant,very good i like it very much,Gurh,3 months ago,402,62
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Terrific purchase,Sound is osm heavy bass🎧😍,Mangalagiri,4 months ago,69,7
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Terrific purchase,THIS WAS AMAZING😍😍😍😍😍 A PERFECT BLUETOOTH HEADPHONES,Jammalamadugu,8 months ago,175,26
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Mind-blowing purchase,Nice,Patan District,8 months ago,61,7
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Fabulous!,"This is amazing product. No words needed to Describe this....! sound quality is next level..🔥💥Mind blowing, Fantastic,⚡Value for Money💰💸",Chopda,5 months ago,36,3
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Brilliant,"Awesome 👌...very comfortable for use ,best battery backup 👍",Siddipet District,7 months ago,26,3
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Highly recommended,Best product at that price point.,Patna,7 months ago,22,2
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Worth every penny,Vary good product just go for it ❤️❤️,Nadia District,7 months ago,35,5
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Awesome,Osm 🔥🔥🔥❤️❤️,Ballia,8 months ago,25,3
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Awesome,It's really awesome and bass quality is superb... battery 🔋 back-up is also superb.. OnePlus is maintained a brand quality,Vizianagaram,8 months ago,40,7
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Mind-blowing purchase,"Very good sound quality, awesome product ♥️♥️Loudness 4.0Bass 4.5Design 4.5Build quality 4.0Beatry backup 5.0Value for money 4.0Over all very good nacked band ♥️♥️",Sanand,8 months ago,29,4
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Terrific,Nyc products,Sant Kabir Nagar District,7 months ago,28,4
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Good choice,Fantastic Earphones material for this price Range👍👍,Erode,8 months ago,45,9
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Simply awesome,Music quality nice,Bhabua,7 months ago,81,20
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",1,Not recommended at all,Worst response from Flipkart i received a product is problem one side speaker is not working so I told give me replacement of the product r refund till now not responding  so guy don't buy from Flipkart,Sholingur,6 months ago,26,4
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Great product,Its AWESOME bass and nice battery backup best buy,Puruliya,8 months ago,8,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Great product,Positive experience,Muzaffarnagar,8 months ago,36,7
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Classy product,"Good earphone , this is one of the best neckband in this price.if u use one then really u cannot use other earphone.",Bhiwadi,8 months ago,64,15
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Nice product,Ok,Mandya District,5 months ago,28,4
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Best in the market!,"Very Good Quality.Sound Quality is very Good,Value for money.",North Twenty Four Parganas District,8 months ago,27,5
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Worth every penny,Such a great product it is. Value for money.You can go for it without thinking twice.,New Delhi,8 months ago,66,18
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Good quality product,One plus brand is always good...,Anantapur District,8 months ago,30,6
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Wonderful,Just go for it guys 😊,Agartala,2 months ago,8,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",1,Absolute rubbish!,It's a bad device on my life,Bengaluru,5 months ago,7,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Pretty good,Nice,Jajapur District,8 months ago,26,5
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Wonderful,Sound is awesome 😊 but bass is little bit less And battery backup is goodConnectivity is also good 👌,Saharsa District,8 months ago,48,13
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Super!,"Amazing Head phone, premium quality, fast delivery 👌",Visakhapatnam,8 months ago,29,6
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",1,Worthless,One hearing very low sound,Gaya,7 months ago,11,1
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Must buy!,Very nice product 🥰,Aligarh,6 months ago,19,3
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Simply awesome,Value for money,Baloda Bazar District,8 months ago,22,4
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Worth the money,"OnePlus nice neckband, great sound quality.",New Delhi,8 months ago,27,6
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Terrific purchase,Good quality... Sound system awesome,Guwahati,7 months ago,11,1
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Nice product,"According to the price it is paying, it is very good or the headphone sound quality is very good. Thank you oneplus and Flipkart team.",Samastipur District,4 months ago,7,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Simply awesome,Product is super ..i am happy....nice base...charger cable ... 👍,Karimnagar District,7 months ago,6,0
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Pretty good,Perfect bass .Long charge backup.Comfortable to use .Fast charging.Good quality design.👌👌👌👌👌,Ariyalur District,8 months ago,23,4
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",4,Value-for-money,"It think the bullets z has no bass""es havenBut this bullets z2 was an ultimate basses I luv it",Erode,8 months ago,13,2
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Fabulous!,Bast... product,Jahazpur,8 months ago,10,1
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",5,Worth every penny,Good quality ⚡,Dandeli,8 months ago,10,1
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",1,Waste of money!,I reccomand not to buy this headset .  Sometimes got stuck for 1sec gap ..This irritates me ...and annoying Since Charger port lid always open sweating got inside that . Mic in this headset is not so clearly audible ... while using the mic for phone calls I get to hold the mic region near my mouth,Arcot,8 months ago,33,10
ACCGC4GN5SQR7ZCZ,"OnePlus Bullets Wireless Z2 with Fast Charge, 30 Hrs Battery Life, Earphones with mic Bluetooth Headset",1,Worthless,Very bad noise cancellation not working,Bhadrak,8 months ago,63,25
